,Title,Series or Movie,COUNTRY,Release Date,GENRE,VALUE,Genre_all,Tags,Languages,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Netflix Release Date,Production House,Summary,IMDb Votes
1991,fairytail,TV,Japan,2009-01-01,,36,"Animation, Action, Adventure, Comedy, Fantasy","TV Programmes,Action Anime,Anime Series,Japanese TV Shows,Sci-Fi & Fantasy Anime,Shounen Anime,TV Shows Based on Manga,TV Shows Based on Comics",Japanese,4.0,"Belgium,France,Portugal,Spain,Japan,Singapore,South Korea,Australia,Switzerland,Thailand,Malaysia,Italy,India",< 30 minutes,,"Masashi Sogo, Hiro Mashima","Tia Lynn Ballard, Colleen Clinkenbeard, Todd Haberkorn, Cherami Leigh",TV-14,8.0,,,4.0,9.0,,2015-04-14,,"When four young wizards team up to take jobs across the kingdom, they forge a bond more powerful than any magic and grow stronger with every mission.",20682.0
1992,daddyshome,Movie,United States,2015-12-25,Comedy,36,"Comedy, Family","Late Night Comedies,Comedies,Raunchy Comedies,US Movies",English,2.2,"Hungary,Romania,India,Belgium,Mexico,Switzerland,France,United Kingdom,Canada,Brazil,Czech Republic,Italy,Poland,Argentina,Greece,Slovakia,Turkey,Japan,Colombia",1-2 hour,Sean Anders,"Sean Anders, Brian Burns, John Morris","Will Ferrell, Thomas Haden Church, Linda Cardellini, Mark Wahlberg",PG-13,6.2,30.0,42.0,1.0,4.0,"$150,357,137",2016-09-09,Gary Sanchez Productions,A well-intentioned and eager stepfather welcomes his wifes hyper-masculine ex-husband for a family visit that rapidly escalates into a dad war.,108630.0
1993,thesalvation,Movie,Denmark,2014-05-22,Western,36,"Drama, Western","Independent Dramas,Dramas,Scandinavian Films,Independent Films,International Dramas,Westerns,International Movies,Crime Dramas,Crime Movies,Danish Movies","English, Danish, Spanish",3.4,"Portugal,South Africa,Czech Republic,Poland,Slovakia,Romania",1-2 hour,Kristian Levring,"Anders Thomas Jensen, Kristian Levring","Mads Mikkelsen, Eric Cantona, Jeffrey Dean Morgan, Eva Green",R,6.7,73.0,64.0,1.0,8.0,"$44,903",2015-10-03,"Zentropa Entertainments, Spier Films, Forward Films","In the Old West, a Danish homesteader avenges the murder of his wife and son, only to unleash a gang leaders brutal fury.",36203.0
1994,brickmansions,Movie,United States,2014-04-25,Action,36,"Action, Crime, Thriller","Action Thrillers,Canadian Films,Action & Adventure,Crime Action & Adventure,French Movies,Action Movies,Crime Films,International Action & Adventure","English, Chinese",2.0,"France,United Kingdom,Sweden",1-2 hour,Camille Delamarre,"Luc Besson, Ryan Amon, Bibi Naceri","David Belle, Goûchy Boy, RZA, Paul Walker",PG-13,5.7,26.0,40.0,,1.0,"$20,396,829",2015-04-14,"Cine Plus, EuropaCorp, Canal+, Transfilm, D8","A cop infiltrates a condemned, militarized Detroit housing project to avenge his fathers death and bring down the killer and reigning drug kingpin.",40102.0
1995,trust,Movie,United States,2010-09-10,Thriller,36,"Crime, Drama, Thriller","Independent Dramas,Crime Films,Dramas,Independent Films,Crime Dramas",English,3.5,"Netherlands,Romania",1-2 hour,David Schwimmer,"Andy Bellin, Robert Festinger","Catherine Keener, Jason Clarke, Clive Owen, Liana Liberato",R,6.9,79.0,60.0,1.0,3.0,"$120,016",2015-09-01,Nu Image,"After a vulnerable teen falls into a trap set by an online sexual predator, her family begins to disintegrate, uncertain how to cope with the tragedy.",41252.0
1996,hercules,Movie,United States,2014-07-23,History,36,"Action, Adventure, Fantasy","Action & Adventure,Adventures",English,2.7,Canada,1-2 hour,Brett Ratner,"Evan Spiliotopoulos, Steve Moore, Ryan J. Condal","Dwayne Johnson, Ian McShane, Rufus Sewell, John Hurt",PG-13,6.0,58.0,47.0,,2.0,"$72,688,614",2015-04-14,Flynn Picture Company,"When world-weary Hercules, now a mercenary, is asked to defeat a savage warlord, he must redeem his honor and his reputation as a mighty demigod.",146354.0
1997,silam,Movie,,2018-12-13,,35,Horror,"Horror Films,Films Based on Books,Supernatural Horror Films,Indonesian Films",Indonesian,7.7,"Thailand,Singapore,Malaysia",1-2 hour,Jose Poernomo,"Lele Laila, Adam Ripp, Paul Todisco, Risa Saraswati","Surya Saputra, Nova Eliza, Zidane Khalid, Wulan Guritno",,5.5,,,,,,2020-12-14,,"Grappling with mistreatment at school and at home, Baskara moves into his uncles home, where he encounters spirits and uncovers unsettling secrets.",55.0
1998,anaamika,Movie,India,2014-05-01,Thriller,35,Thriller,"Crime Movies,Thriller Movies,Mysteries,Indian Movies,Crime Thrillers,Telugu-Language Movies","Tamil, Telugu",7.7,"Russia,Lithuania,Mexico,South Africa,India,Czech Republic,United Kingdom,Germany,United States,Australia,Poland,Hong Kong,Japan,Canada,France,Spain,Singapore,Argentina,Greece,Switzerland,Slovakia,Sweden,Thailand,Belgium,Turkey,Malaysia,Hungary,Brazil,Netherlands,Italy,Iceland,Portugal,Israel,Colombia,Romania",> 2 hrs,Sekhar Kammula,"Sujoy Ghosh, Veerendranath Yandamoori, Sekhar Kammula","Vaibhav Reddy, Pasupathy, Harshvardhan Rane, Nayanthara",Not Rated,5.6,,,,1.0,,2020-09-20,Viva Entertainment,"As a woman scours Hyderabad for her missing husband, she becomes entangled in a conspiracy that suggests there’s more to the mystery than meets the eye.",207.0
1999,baysideshakedown3settheguysloose,Movie,Japan,2010-07-03,,35,Drama,"Japanese Films,Dramas,Japanese Action & Adventure,Action & Adventure,Crime Action & Adventure,Japanese Dramas,Crime Dramas",Japanese,7.2,Japan,> 2 hrs,Katsuyuki Motohiro,Ryôichi Kimizuka,"Yûsuke Santamaria, Atsushi Itô, Yûji Oda, Eri Fukatsu",,5.5,40.0,,,,,2015-09-01,,"Detective Shunsaku Aoshima is promoted to section chief and must investigate eight cases at once, including a murder, a bomb threat and a hijacking.",283.0
2000,gurbuztakecareofyourself,Movie,Turkey,2018-01-01,Comedy,35,,"Crime Comedies,Crime Movies,Comedies,Gangster Movies,Turkish Movies",,,"Lithuania,Russia,Hungary,Czech Republic,Germany,Israel,Poland,Slovakia,Turkey,Romania",1-2 hour,,,,,,,,,,,2020-05-29,,"When a pizza deliveryman accidentally records a crime on his cell phone, he and his friend must get creative in hopes of staying out of trouble.",
2001,speedkills,TV,South Africa,2012-01-01,Documentary,35,"Action, Crime, Drama, Thriller","Movies based on Books,Dramas,Biographical Movies,Crime Movies,Crime Dramas,Gangster Movies","English, Spanish",4.7,United Kingdom,1-2 hour,Jodi Scurfield,"Paul Castro, David Aaron Cohen, Arthur Jay Harris, John Luessenhop","Michael Weston, Katheryn Winnick, Jennifer Esposito, John Travolta",R,4.2,0.0,19.0,2.0,,,2019-06-01,"JTP Films, Saban Films, Blue Rider Pictures, Hannibal Pictures","In the 1980s, a mobbed-up motorboat racer helps move millions of dollars’ worth of drugs into Miami before drawing the ire of the DEA and the Mafia.",2626.0
2002,pyaarkapunchnama2,Movie,India,2015-10-16,Romance,35,"Comedy, Drama, Romance","Comedies,Romantic Comedies,International Movies,Indian Films,Romantic Films,International Comedies,Romantic Dramas,Bollywood Movies,Dramas,Hindi-Language Movies,International Dramas,Buddy Comedies",Hindi,2.3,"Romania,Turkey,Lithuania,Mexico,South Africa,Switzerland,Russia,United Kingdom,Canada,Australia,India,Iceland,Hong Kong,Singapore,Spain,Argentina,Czech Republic,Slovakia,Germany,Hungary,Portugal,France,Poland,Japan,Thailand,Greece,Belgium,Sweden,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",> 2 hrs,Luv Ranjan,"Tarun Jain, Rahul Mody, Luv Ranjan","Omkar Kapoor, Sunny Singh Nijjar, Nushrat Bharucha, Kartik Aaryan",Not Rated,7.3,20.0,,2.0,3.0,"$222,856",2017-05-01,,"Three bachelor buddies eagerly seek true love but are woefully unprepared for the highs, lows and baffling complexities of romantic relationships.",13991.0
2003,lion,Movie,United States,2016-11-24,Drama,35,"Biography, Drama","Dramas,Dramas based on a book,Dramas based on real life,Biographical Dramas,Films Based on Real Life,Australian Films,Films Based on Books,Tearjerkers","English, Hindi, Bengali",3.9,"Japan,Belgium,Netherlands,Greece,Turkey,India",1-2 hour,Garth Davis,"Saroo Brierley, Luke Davies","Abhishek Bharate, Priyanka Bose, Khushi Solanki, Sunny Pawar",PG-13,8.0,84.0,69.0,59.0,106.0,"$51,738,905",2017-05-30,"See-Saw Films, Sunstar Entertainment, Aquarius Films","An Indian man who was separated from his mother at age 5 and adopted by an Australian couple returns home, determined to find his birth family.",214843.0
2004,theinfiltrator,Movie,United Kingdom,2016-07-13,Crime,35,"Biography, Crime, Drama, Thriller","Dramas based on real life,Dramas based on a book,Crime Dramas,Biographical Dramas,Gangster Films,Dramas,Police Movies,Police Dramas,Films Based on Real Life,Films Based on Books,Crime Movies","English, Spanish",3.5,"France,Germany,Italy,Sweden",> 2 hrs,Brad Furman,"Ellen Furman, Robert Mazur","Tom Vaughan-Lawlor, Leanne Best, Daniel Mays, Bryan Cranston",R,7.0,72.0,66.0,,,"$15,436,808",2016-12-01,Good Films,"A canny federal agent navigates a deadly world in which one mistake could get him killed: the criminal underworld of Colombia, ruled by Pablo Escobar.",68868.0
2005,collateralbeauty,Movie,United States,2016-12-06,Drama,35,"Drama, Romance",Dramas,English,1.7,"France,Belgium,Switzerland,Brazil,South Korea,Argentina,Greece,Mexico,Colombia",1-2 hour,David Frankel,Allan Loeb,"Michael Peña, Will Smith, Kate Winslet, Edward Norton",PG-13,6.8,14.0,23.0,1.0,6.0,"$31,016,021",2017-11-18,"Likely Story, Anonymous Content, PalmStar Media, Overbrook Entertainment",An advertising executive wrestling with grief finds meaning by writing letters to unconventional recipients as caring colleagues plot a ruse.,91920.0
2006,anaconda,Movie,United States,1997-04-11,Horror,35,"Action, Adventure, Horror, Thriller","Horror Films,Action Thrillers,Action & Adventure,Adventures,Creature Features",English,2.0,"Switzerland,United Kingdom,Mexico,France,Iceland,Brazil,South Africa,Italy,Argentina,Greece,Sweden,Colombia",1-2 hour,Luis Llosa,"Jim Cash, Hans Bauer, Jack Epps Jr.","Ice Cube, Jon Voight, Eric Stoltz, Jennifer Lopez",PG-13,4.8,37.0,37.0,6.0,11.0,"$65,885,767",2015-04-14,Columbia Pictures Corporation,"When a deranged snake hunter cons his way onto a film crews boat to hunt a giant anaconda, the group soon finds theyve become the reptiles prey.",97043.0
2007,elf,Movie,United States,2003-10-09,Fantasy,35,"Adventure, Comedy, Family, Fantasy, Romance","Family Features,Family Comedies,Children & Family Films,Films for ages 8 to 10,Comedies,Films for ages 5 to 7,Family Cozy Time",English,3.6,"Hungary,Romania,Portugal,Japan,Czech Republic,Spain,Poland,Slovakia,Sweden,Australia",1-2 hour,Jon Favreau,David Berenbaum,"Will Ferrell, James Caan, Bob Newhart, Edward Asner",PG,7.0,84.0,64.0,2.0,7.0,"$176,630,408",2015-04-14,"Guy Walks into a Bar Productions, Gold/Miller Productions, Shawn Danielle Production Services, Mosaic Media Group","Buddy the Elf doesnt fit in with the other North Pole elves, so he travels to New York to find his real father and spread some Christmas cheer.",231633.0
2008,christmascrossfire,Movie,Germany,2020-12-04,Crime,34,"Comedy, Crime, Thriller","Dark Comedies,Dark Comedies,Dark Comedies,Comedies,Comedies,Comedies,Thriller Movies,Thriller Movies,Thrillers,German Movies,German Movies,German Films","German, English",6.9,"Poland,Australia,Canada,France,Mexico,Brazil,Italy,Thailand,India,Singapore,Hong Kong,Spain,Argentina,Japan,Israel,Switzerland,United States,United Kingdom,Russia,Malaysia,Greece,Czech Republic,Belgium,Hungary,Slovakia,Sweden,Netherlands,Germany,Turkey,South Korea,South Africa,Iceland,Portugal,Lithuania,Colombia,Romania",1-2 hour,Detlev Buck,"Martin Behnke, Detlev Buck","Alli Neumann, Sascha Alexander Gersak, Sophia Thomalla, Kostja Ullmann",TV-MA,4.8,,,,,,2020-12-05,,"A man foils an attempted murder, then flees the crew of would-be killers along with their intended target as a woman hes just met tries to find him.",916.0
2009,thejournalist,Movie,,2019-06-28,,34,Drama,"Dramas,Thriller Movies,Movies Based on Books,Japanese Movies","Japanese, English",7.9,Japan,1-2 hour,Michihito Fujii,Isoko Mochizuki,"Tôri Matsuzaka, Eun-kyung Shim, Amane Okayama, Tsubasa Honda",,6.3,,,4.0,9.0,,2020-07-29,Star Sands,A relentless Japanese-Korean reporter works with a disillusioned insider to expose government corruption. Based on work by journalist Isoko Mochizuki.,455.0
2010,lovedestiny,Movie,,,,34,"Drama, Fantasy, History, Romance","TV Dramas,TV Sci-Fi & Fantasy,TV Shows Based on Books,Thai TV Shows,Romantic TV Shows,TV Comedies,Romantic TV Comedies,Romantic TV Dramas,Fantasy TV Programmes",Thai,8.9,"Japan,South Korea,Thailand,India,Malaysia",< 30 minutes,,,Grégory Matthias Garcia,,8.0,,,,2.0,,2019-10-07,,"After a fatal event, an archaeologist time travels to 17th-century Thailand into the body of a vile noblewoman, so she tries to change that perception.",133.0
2011,asakoiii,Movie,,2018-09-01,,34,"Drama, Romance","Romantic Dramas,Dramas,Romantic Movies,Movies Based on Books,Japanese Movies","Japanese, English",7.4,Japan,1-2 hour,Ryûsuke Hamaguchi,"Tomoka Shibasaki, Ryûsuke Hamaguchi, Sachiko Tanaka","Masahiro Higashide, Sairi Itô, Kôji Nakamoto, Erika Karata",Not Rated,6.9,,68.0,6.0,11.0,"$25,559",2020-07-20,,"A shy young woman falls for a tough-guy, who then suddenly vanishes. Years later, a man with the same face shows up, but his personality is all wrong.",2021.0
2012,theshowmustgoonthequeenadamlambertstory,Movie,United Kingdom,2019-01-01,Documentary,34,Documentary,"Music & Musicals,Music & Concert Documentaries,Documentary Films,Music,US Movies,Music and Concert Movies",English,8.2,"Lithuania,Russia,United Kingdom,Slovakia,Czech Republic,India,South Africa,Australia,Hungary,Canada,Iceland,Singapore,Thailand,Germany,Spain,Switzerland,Portugal,Mexico,Poland,France,Japan,South Korea,Greece,Belgium,Sweden,Hong Kong,Argentina,United States,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia,Romania",1-2 hour,"Simon Lupton, Christopher Bird",,"Joe Jonas, Rami Malek, Freddie Mercury, Queen",,7.9,,,,,,2020-06-15,,"With rare footage and candid interviews, this documentary details the serendipitous pairing of legendary rock band Queen and powerhouse Adam Lambert.",1478.0
2013,skycastle,TV,South Korea,2018-11-23,Comedy,34,"Drama, Mystery","TV Comedies,Korean TV Dramas,Korean TV Shows,TV Shows,K-dramas,TV Dramas,Korean TV Comedies",Korean,8.5,"South Korea,Belgium,France,Russia,Hungary,India,Lithuania,United Kingdom,South Africa,Switzerland,Romania,Thailand,Portugal,Iceland,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Australia,Poland,Singapore,Greece,Slovakia,Malaysia,Sweden,Turkey,Japan",< 30 minutes,,,"Yun Se-ah, Na-ra Oh, Jung-ah Yum, Tae-ran Lee",,8.7,,,8.0,6.0,,2018-11-24,,"Set in a residential community that’s home to Korea’s elite, this comedy satire follows the lives of four married couples and their children.",1642.0
2014,usmarshals,Movie,United States,1998-03-05,Action,34,"Action, Crime, Thriller","Crime Films,Action Thrillers,Action & Adventure,Crime Action & Adventure,Action & Adventure,Crime Action & Adventure,Crime Films,Action Thrillers",English,2.3,"Israel,Canada",> 2 hrs,Stuart Baird,"John Pogue, Roy Huggins","Robert Downey Jr., Tommy Lee Jones, Wesley Snipes, Joe Pantoliano",PG-13,6.6,25.0,47.0,,1.0,"$57,167,405",2016-07-31,"Warner Brothers, Kopelson Entertainment","A convicted murderer is on his way to prison when his jet nose-dives into the Louisiana bayou. He escapes, with a U.S. marshal hot on his heels.",96076.0
2015,lastholiday,Movie,United States,2006-01-13,Romance,34,"Adventure, Comedy, Romance","Romantic Movies,Romantic Comedies,Comedies,Romantic Favourites","English, French",2.9,"Mexico,Argentina,Brazil,Colombia",1-2 hour,Wayne Wang,"J.B. Priestley, Jeffrey Price, Peter S. Seaman","Giancarlo Esposito, Timothy Hutton, LL Cool J, Queen Latifah",PG-13,6.5,56.0,52.0,,7.0,"$38,399,961",2016-03-15,Paramount Pictures,"Given the news shes terminally ill, Georgia throws caution to the wind, breaks out of her shell and takes a no-holds-barred European vacation.",29218.0
2016,theridiculous6,Movie,United States,2015-12-11,Comedy,34,"Action, Adventure, Comedy, Western","Comedies,Westerns,Action & Adventure,Adventures,Satires",English,1.1,"Germany,Australia,Brazil,Spain,Argentina,United States,Sweden,Switzerland,United Kingdom,Mexico,Portugal,Belgium,France,Netherlands,Canada,India,Russia,Greece,South Korea,Slovakia,Singapore,Poland,Czech Republic,Lithuania,Israel,Hong Kong,Iceland,Romania,South Africa,Japan,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",1-2 hour,Frank Coraci,"Adam Sandler, Tim Herlihy","Adam Sandler, Terry Crews, Taylor Lautner, Jorge Garcia",TV-14,4.8,0.0,18.0,,,,2015-12-11,"Happy Madison Productions, Eaves Movie Ranch","When his outlaw dad is kidnapped, Tommy “White Knife” Stockburn sets off across the West on a rescue mission with five brothers he never knew he had.",44665.0
2017,kabhikhushikabhiegham,Movie,India,2001-12-14,Music,34,"Drama, Musical, Romance","Dramas,Bollywood Films,International Dramas,International Movies,Musicals,Indian Films,Hindi-language Films","Hindi, English",4.3,"Spain,Thailand,France,South Africa,Romania,Belgium,United Kingdom,Greece,Czech Republic,Mexico,Argentina,Turkey,Australia,Japan,Iceland,Russia,Hong Kong,Poland,Sweden,Hungary,India,Singapore,Slovakia,Germany,Lithuania,Portugal,Canada,United States,Brazil,Netherlands,Italy,Israel,Colombia",> 2 hrs,Karan Johar,"Sheena Parikh, Karan Johar","Shah Rukh Khan, Amitabh Bachchan, Kajol, Jaya Bachchan",Not Rated,7.4,100.0,,27.0,43.0,"$2,902,000",2015-08-26,Dharma Productions,"Businessman Yash and his wife, Nandini, love their sons, but Yash disowns his adopted son, Rahul, after he marries a woman of lower social standing.",45103.0
2018,goosebumps,Movie,United States,2015-10-16,Adventure,34,"Adventure, Comedy, Family, Fantasy, Horror","Films based on childrens books,Family Sci-Fi & Fantasy,Family Comedies,Family Adventures,Films for ages 5 to 7,Comedies,Films for ages 11 to 12,Children & Family Films,Films for ages 8 to 10,Adventures,Fantasy,Sci-Fi & Fantasy,Action & Adventure,Films Based on Books,Family Features,US Movies",English,3.3,"Mexico,Hong Kong,France,United Kingdom,Switzerland,Thailand,South Korea,Portugal,South Africa,Lithuania,Hungary,India,Brazil,Czech Republic,Spain,Australia,Poland,Singapore,Argentina,Greece,Malaysia,Slovakia,Colombia,Romania,Netherlands",1-2 hour,Rob Letterman,"R.L. Stine, Darren Lemke, Larry Karaszewski, Scott Alexander","Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee",PG,6.3,78.0,60.0,,4.0,"$80,080,379",2016-05-11,"Original Film, Scholastic Entertainment Inc.",A teen is glum about moving to a small town until he falls for his new neighbor. But her dad is a horror writer whose scary world soon turns real.,81251.0
